GENE	GENE_ID	CHR	LINEAGE	CONSEQUENCE	GENE_TYPE
HAR1B	ENSG00000231133	chr20	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
HELZ2	ENSG00000130589	chr20	Marmoset	frameshift_variant	protein_coding
RPL13AP7	ENSG00000213885	chr21	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
AP000229.1	ENSG00000273492	chr21	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
BACH1	ENSG00000156273	chr21	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
C21orf62-AS1	ENSG00000205930	chr21	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00114	ENSG00000223806	chr21	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00111	ENSG00000227702	chr21	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
UMODL1	ENSG00000177398	chr21	Marmoset	stop_gained&frameshift_variant	protein_coding
ABCG1	ENSG00000160179	chr21	Marmoset	splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	protein_coding
AP1B1	ENSG00000100280	chr22	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
DNAJB7	ENSG00000172404	chr22	Marmoset	stop_gained&frameshift_variant	protein_coding
LINC01639	ENSG00000236117	chr22	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RIBC2	ENSG00000128408	chr22	Marmoset	stop_gained&frameshift_variant&splice_region_variant	protein_coding
LINC01266	ENSG00000224957	chr3	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
OXNAD1	ENSG00000154814	chr3	Marmoset	splice_acceptor_variant&3_prime_UTR_variant&intron_variant	protein_coding
SATB1-AS1	ENSG00000228956	chr3	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
ZNF619	ENSG00000177873	chr3	Marmoset	stop_gained&inframe_insertion	protein_coding
ZNF852	ENSG00000178917	chr3	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
AC104304.3	ENSG00000286570	chr3	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
IP6K2	ENSG00000068745	chr3	Marmoset	inframe_insertion	protein_coding
ASB14	ENSG00000239388	chr3	Marmoset	stop_gained&frameshift_variant&splice_region_variant	protein_coding
DNAH12	ENSG00000174844	chr3	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
AC138057.1	ENSG00000243903	chr3	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SNTN	ENSG00000188817	chr3	Marmoset	stop_gained&inframe_insertion	protein_coding
AC099542.2	ENSG00000242145	chr3	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02008	ENSG00000239440	chr3	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02008	ENSG00000239440	chr3	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC132660.2	ENSG00000287273	chr3	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
ARL13B	ENSG00000169379	chr3	Marmoset	stop_gained&inframe_insertion&splice_region_variant	protein_coding
CD96	ENSG00000153283	chr3	Marmoset	splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
C3orf52	ENSG00000114529	chr3	Marmoset	inframe_deletion	protein_coding
CD200R1L	ENSG00000206531	chr3	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
TEX55	ENSG00000163424	chr3	Marmoset	inframe_deletion	protein_coding
POLQ	ENSG00000051341	chr3	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
MYLK	ENSG00000065534	chr3	Marmoset	inframe_insertion	protein_coding
MYLK	ENSG00000065534	chr3	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
ROPN1	ENSG00000065371	chr3	Marmoset	stop_gained&frameshift_variant	protein_coding
IFT122	ENSG00000163913	chr3	Marmoset	frameshift_variant	protein_coding
TMCC1-AS1	ENSG00000271270	chr3	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
WWTR1	ENSG00000018408	chr3	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
AC078788.2	ENSG00000241912	chr3	Marmoset	transcript_ablation	lncRNA
AC068631.1	ENSG00000197099	chr3	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CLDN16	ENSG00000113946	chr3	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
ACOX3	ENSG00000087008	chr4	Marmoset	stop_gained	protein_coding
AC105345.1	ENSG00000205959	chr4	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC005699.1	ENSG00000249631	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CPEB2-DT	ENSG00000247624	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
TAPT1-AS1	ENSG00000263327	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02364	ENSG00000250190	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RNU7-74P	ENSG00000239010	chr4	Marmoset	transcript_ablation	snRNA
PRDX4P1	ENSG00000248987	chr4	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
LINC01618	ENSG00000250302	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
PRR27	ENSG00000187533	chr4	Marmoset	inframe_deletion	protein_coding
AC093870.1	ENSG00000250560	chr4	Marmoset	transcript_ablation	processed_pseudogene
AC096746.1	ENSG00000246541	chr4	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
ADH7	ENSG00000196344	chr4	Marmoset	splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	protein_coding
LINC01218	ENSG00000251636	chr4	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
BANK1	ENSG00000153064	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	protein_coding
SLC39A8	ENSG00000138821	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
ALPK1	ENSG00000073331	chr4	Marmoset	splice_acceptor_variant&5_prime_UTR_variant&intron_variant	protein_coding
LINC02263	ENSG00000228358	chr4	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC093767.1	ENSG00000250458	chr4	Marmoset	transcript_ablation	processed_pseudogene
AC093916.1	ENSG00000251598	chr4	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC079380.1	ENSG00000251388	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC116563.1	ENSG00000250126	chr4	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MGAT4D	ENSG00000205301	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
AC097450.1	ENSG00000286371	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02507	ENSG00000251688	chr4	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC110753.1	ENSG00000250609	chr4	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
DDX60	ENSG00000137628	chr4	Marmoset	stop_gained&inframe_insertion	protein_coding
SLC6A18	ENSG00000164363	chr5	Marmoset	frameshift_variant	protein_coding
TTC33	ENSG00000113638	chr5	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
HMGN1P17	ENSG00000250787	chr5	Marmoset	transcript_ablation	processed_pseudogene
LINC01948	ENSG00000248727	chr5	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
C5orf67	ENSG00000225940	chr5	Marmoset	splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	protein_coding
MIER3	ENSG00000155545	chr5	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
NLN	ENSG00000123213	chr5	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&intron_variant	protein_coding
AC117522.1	ENSG00000248170	chr5	Marmoset	transcript_ablation	processed_pseudogene
LINC02144	ENSG00000248708	chr5	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
TMEM161B-AS1	ENSG00000247828	chr5	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
KRT18P16	ENSG00000235275	chr5	Marmoset	transcript_ablation	processed_pseudogene
AC116362.1	ENSG00000248752	chr5	Marmoset	splice_donor_variant&non_coding_transcript_variant	lncRNA
LINC01184	ENSG00000245937	chr5	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MIR3936HG	ENSG00000233006	chr5	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
PCDHB8	ENSG00000120322	chr5	Marmoset	stop_gained&inframe_insertion	protein_coding
PCDHGA9	ENSG00000261934	chr5	Marmoset	stop_gained&frameshift_variant	protein_coding
DIAPH1	ENSG00000131504	chr5	Marmoset	inframe_insertion	protein_coding
SPRY4-AS1	ENSG00000231185	chr5	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MARK2P11	ENSG00000253743	chr5	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	unprocessed_pseudogene
AC022217.1	ENSG00000206741	chr5	Marmoset	transcript_ablation	misc_RNA
ZNF346	ENSG00000113761	chr5	Marmoset	splice_acceptor_variant&3_prime_UTR_variant&intron_variant	protein_coding
AL133393.1	ENSG00000270695	chr6	Marmoset	transcript_ablation	processed_pseudogene
EEF1E1	ENSG00000124802	chr6	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
AL355499.1	ENSG00000232234	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL136226.1	ENSG00000216368	chr6	Marmoset	transcript_ablation	processed_pseudogene
LNC-LBCS	ENSG00000228412	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
NRM	ENSG00000137404	chr6	Marmoset	splice_acceptor_variant	protein_coding
ADCY10P1	ENSG00000161912	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
ADCY10P1	ENSG00000161912	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	transcribed_unprocessed_pseudogene
ANKRD66	ENSG00000230062	chr6	Marmoset	splice_acceptor_variant&coding_sequence_variant&intron_variant	protein_coding
AL138826.1	ENSG00000226733	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
KIAA1586	ENSG00000168116	chr6	Marmoset	stop_gained&inframe_insertion	protein_coding
AL035467.2	ENSG00000285963	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL356277.1	ENSG00000218483	chr6	Marmoset	transcript_ablation	processed_pseudogene
AL391840.1	ENSG00000231533	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL136972.1	ENSG00000237874	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL139042.1	ENSG00000234426	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00222	ENSG00000203801	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SOCS5P5	ENSG00000216904	chr6	Marmoset	transcript_ablation	processed_pseudogene
TRMT11	ENSG00000066651	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&3_prime_UTR_variant&intron_variant&NMD_transcript_variant	nonsense_mediated_decay
AL356534.1	ENSG00000286215	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
TAAR6	ENSG00000146383	chr6	Marmoset	stop_gained&frameshift_variant	protein_coding
AL023806.5	ENSG00000288551	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
STXBP5-AS1	ENSG00000233452	chr6	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SNORD28B	ENSG00000212295	chr6	Marmoset	transcript_ablation	snoRNA
AL356417.1	ENSG00000224478	chr6	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL139393.2	ENSG00000233342	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073343.2	ENSG00000228010	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004879.2	ENSG00000286639	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC004485.1	ENSG00000228944	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
ZNRF2P2	ENSG00000225264	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
LINC00265	ENSG00000188185	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01448	ENSG00000238284	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC005537.2	ENSG00000232006	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
PKD1L1	ENSG00000158683	chr7	Marmoset	stop_gained&frameshift_variant	protein_coding
AC006459.1	ENSG00000286908	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01446	ENSG00000205628	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CLIP2	ENSG00000106665	chr7	Marmoset	stop_gained&inframe_insertion&splice_region_variant	protein_coding
AC003991.1	ENSG00000228113	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC002383.1	ENSG00000227863	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CALCR	ENSG00000004948	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant&intron_variant	protein_coding
BANF1P5	ENSG00000225935	chr7	Marmoset	transcript_ablation	processed_pseudogene
AC004112.1	ENSG00000226851	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RNU1-29P	ENSG00000271739	chr7	Marmoset	transcript_ablation	snRNA
IQUB	ENSG00000164675	chr7	Marmoset	inframe_insertion	protein_coding
AC009275.1	ENSG00000273297	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AKR1B15	ENSG00000227471	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&coding_sequence_variant&5_prime_UTR_variant&3_prime_UTR_variant&intron_variant	protein_coding
AC078845.1	ENSG00000232053	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RCC2P3	ENSG00000233951	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
GSTK1	ENSG00000197448	chr7	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
AC004890.2	ENSG00000244560	chr7	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
KRBA1	ENSG00000133619	chr7	Marmoset	stop_gained&protein_altering_variant	protein_coding
GIMAP6	ENSG00000133561	chr7	Marmoset	frameshift_variant	protein_coding
AC006372.2	ENSG00000233191	chr7	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC100849.1	ENSG00000253557	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
SLC39A14	ENSG00000104635	chr8	Marmoset	splice_acceptor_variant&coding_sequence_variant&3_prime_UTR_variant&intron_variant	protein_coding
TNFRSF10B	ENSG00000120889	chr8	Marmoset	stop_gained&frameshift_variant&splice_region_variant	protein_coding
AC124290.1	ENSG00000253452	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01605	ENSG00000253161	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
ADAM3A	ENSG00000197475	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_transcript
MCM4	ENSG00000104738	chr8	Marmoset	stop_gained&frameshift_variant	protein_coding
LINC01299	ENSG00000254081	chr8	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01592	ENSG00000253658	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC01603	ENSG00000253479	chr8	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC104012.2	ENSG00000253287	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MIR2052HG	ENSG00000254349	chr8	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
CA1	ENSG00000133742	chr8	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
CNGB3	ENSG00000170289	chr8	Marmoset	inframe_insertion	protein_coding
AC090572.2	ENSG00000253778	chr8	Marmoset	splice_donor_variant&intron_variant&non_coding_transcript_variant	lncRNA
